"lodcolumn","gene_id","gene_symbol","gene_chr","gene_start","gene_middle","gene_end","qtl_chr","qtl_pos","qtl_mkr","qtl_lod","cis"
"ENSMUSP00000069688","ENSMUSG00000043154","Ppp2r3a","9",101.104992,101.178412,101.251832,"10",14.797956,"UNC17470436",6.07146400425578,FALSE
"ENSMUSP00000127842","ENSMUSG00000060279","Ap2a1","7",44.900373,44.914934,44.929496,"8",9.723288,"UNC14135137",6.0713025818934,FALSE
"ENSMUSP00000067867","ENSMUSG00000022757","Tfg","16",56.690332,56.703891,56.71745,"3",148.455243,"UNC6505102",6.07118871381178,FALSE
"ENSMUSP00000032974","ENSMUSG00000030730","Atp2a1","7",126.445858,126.454483,126.463108,"3",105.424619,"UNC030504743",6.07106858333225,FALSE
"ENSMUSP00000057956","ENSMUSG00000021709","Erbb2ip","13",103.818787,103.86965,103.920514,"10",46.592174,"JAX00288736",6.07094057068745,FALSE
"ENSMUSP00000024595","ENSMUSG00000023828","Slc22a3","17",12.419972,12.463838,12.507704,"13",106.018932,"UNC23292450",6.07072563044918,FALSE
"ENSMUSP00000021773","ENSMUSG00000021340","Gpld1","13",24.943152,24.966952,24.990753,"9",100.778768,"UNC16990831",6.07048225787834,FALSE
"ENSMUSP00000000939","ENSMUSG00000000915","Hip1r","5",123.973628,123.98842,124.003211,"4",87.718137,"UNC7685064",6.07035204593286,FALSE
"ENSMUSP00000032183","ENSMUSG00000030095","Tmem43","6",91.473703,91.481081,91.488459,"8",67.564612,"UNC14938850",6.07031805166963,FALSE
"ENSMUSP00000016631","ENSMUSG00000016487","Ppfibp1","6",146.888487,146.960256,147.032025,"X",87.327793,"UNC31060536",6.07029695511214,FALSE
"ENSMUSP00000023238","ENSMUSG00000022575","Gsdmd","15",75.862339,75.864872,75.867404,"10",114.249707,"UNC18758494",6.07022818733704,FALSE
"ENSMUSP00000099432","ENSMUSG00000020883","Fbxl20","11",98.082556,98.11648,98.150403,"5",138.89506,"UNC10285482",6.07013767941451,FALSE
"ENSMUSP00000060858","ENSMUSG00000049553","Polr1a","6",71.909053,71.944204,71.979356,"18",12.795222,"UNC28751456",6.06974678651625,FALSE
"ENSMUSP00000087763","ENSMUSG00000026014","Raph1","1",60.483191,60.525148,60.567104,"2",179.387743,"UNC4582209",6.06962195401036,FALSE
"ENSMUSP00000093741","ENSMUSG00000071540","3425401B19Rik","14",32.659119,32.672196,32.685272,"X",51.1182,"UNC30819860",6.06958580808062,FALSE
"ENSMUSP00000090563","ENSMUSG00000000631","Myo18a","11",77.763246,77.814613,77.86598,"12",100.963355,"UNC120334163",6.06953221483019,FALSE
"ENSMUSP00000029405","ENSMUSG00000027823","Gmps","3",63.976106,63.999342,64.022579,"17",50.134302,"UNC27985514",6.06946357651495,FALSE
"ENSMUSP00000031061","ENSMUSG00000029169","Dhx15","5",52.150209,52.170364,52.190519,"3",147.694028,"UNC6494500",6.06929129043556,FALSE
"ENSMUSP00000027127","ENSMUSG00000025982","Sf3b1","1",54.985169,55.006324,55.027478,"10",80.839981,"backupUNC100988035",6.0690159668403,FALSE
"ENSMUSP00000020653","ENSMUSG00000020386","Sar1b","11",51.763687,51.777806,51.791925,"3",146.809151,"UNC6481537",6.06888672527678,FALSE
"ENSMUSP00000034728","ENSMUSG00000032198","Dock6","9",21.800184,21.82641,21.852635,"6",87.997797,"UNC11551066",6.06885769878739,FALSE
"ENSMUSP00000089781","ENSMUSG00000051236","Msrb3","10",120.781096,120.840098,120.899101,"8",127.080336,"UNC15730164",6.06838451932903,FALSE
"ENSMUSP00000111291","ENSMUSG00000013539","Tango2","16",18.300825,18.324464,18.348103,"2",75.848353,"UNC3354884",6.068310888439,FALSE
"ENSMUSP00000119102","ENSMUSG00000046032","Snx12","X",101.097786,101.160174,101.222563,"7",131.311249,"UNC070706211",6.06798689436024,FALSE
"ENSMUSP00000063744","ENSMUSG00000032423","Syncrip","9",88.449729,88.466152,88.482574,"4",124.560731,"UNC8139131",6.06792125990402,FALSE
"ENSMUSP00000025989","ENSMUSG00000025016","Tm9sf3","19",41.210842,41.237423,41.264004,"3",14.989633,"UNC4760807",6.06790290259258,FALSE
"ENSMUSP00000020334","ENSMUSG00000020124","Usp15","10",123.113244,123.15509,123.196935,"6",113.892242,"UNC11889912",6.06754889246446,FALSE
"ENSMUSP00000103161","ENSMUSG00000025326","Ube3a","7",59.228752,59.26774,59.306727,"11",69.648667,"UNC19870510",6.06750519955357,FALSE
"ENSMUSP00000066860","ENSMUSG00000025092","Hspa12a","19",58.795751,58.828368,58.860984,"14",81.730494,"UNC24342447",6.06723716452564,FALSE
"ENSMUSP00000029783","ENSMUSG00000028136","Snx27","3",94.497544,94.54013,94.582716,"9",116.86853,"UNC17211651",6.06705294087653,FALSE
"ENSMUSP00000000348","ENSMUSG00000000339","Rtca","3",116.488963,116.498586,116.508208,"14",58.246173,"UNC24062795",6.06700648729401,FALSE
"ENSMUSP00000004057","ENSMUSG00000003955","Fam162a","16",36.043844,36.05768,36.071515,"6",48.830515,"UNC11036858",6.06666352028508,FALSE
"ENSMUSP00000040220","ENSMUSG00000036352","Ubac1","2",25.998543,26.010145,26.021747,"10",79.888584,"UNC18297124",6.06664104125846,FALSE
"ENSMUSP00000049759","ENSMUSG00000046603","Tcaim","9",122.805539,122.820936,122.836334,"2",73.204744,"UNC3324924",6.06650557629783,FALSE
"ENSMUSP00000096073","ENSMUSG00000036550","Cnot1","8",95.719451,95.763456,95.807462,"18",13.486648,"UNC28759847",6.06649554504561,FALSE
"ENSMUSP00000030320","ENSMUSG00000028582","Cc2d1b","4",108.61994,108.627032,108.634123,"17",52.585102,"UNC28015436",6.06614004627969,FALSE
"ENSMUSP00000014698","ENSMUSG00000014554","Dguok","6",83.480217,83.493593,83.506969,"3",126.368681,"UNC6178376",6.0658114813542,FALSE
"ENSMUSP00000099584","ENSMUSG00000029465","Arpc3","5",122.391878,122.399028,122.406179,"13",111.31967,"JAX00370474",6.0656804371348,FALSE
"ENSMUSP00000031250","ENSMUSG00000029310","Nudt9","5",104.046306,104.055842,104.065379,"16",10.445617,"JAX00413717",6.0654106409481,FALSE
"ENSMUSP00000023128","ENSMUSG00000000555","Itga5","15",103.344289,103.355526,103.366763,"1",152.154207,"UNC1954704",6.06519280016005,FALSE
"ENSMUSP00000028117","ENSMUSG00000026775","Yme1l1","2",23.156369,23.177814,23.19926,"13",106.134693,"UNC23293982",6.06514233332224,FALSE
"ENSMUSP00000108333","ENSMUSG00000025271","Pfkfb1","X",150.588229,150.616054,150.643878,"13",95.646508,"UNC23141146",6.06512194187727,FALSE
"ENSMUSP00000107232","ENSMUSG00000033955","Tnks1bp1","2",85.048022,85.060535,85.073048,"4",151.337453,"UNC8462988",6.06511829731739,FALSE
"ENSMUSP00000080994","ENSMUSG00000064354","mt-Co2","MT",0.007013,0.007354,0.007696,"3",144.345378,"UNC6444516",6.06479383715987,FALSE
"ENSMUSP00000033025","ENSMUSG00000030763","Lcmt1","7",123.377982,123.40417,123.430358,"10",118.402441,"UNC18818141",6.06478378561741,FALSE
"ENSMUSP00000025349","ENSMUSG00000024471","Myot","18",44.334074,44.344899,44.355724,"7",127.077781,"UNC13808684",6.06445826266037,FALSE
"ENSMUSP00000109288","ENSMUSG00000029992","Gfpt1","6",87.042846,87.067522,87.092197,"10",72.663963,"UNC18216614",6.06433057963238,FALSE
"ENSMUSP00000099867","ENSMUSG00000053093","Myh7","14",54.970688,54.982661,54.994634,"1",93.610832,"UNC1167817",6.06406976223935,FALSE
"ENSMUSP00000125155","ENSMUSG00000006289","Osgep","14",50.906478,50.915686,50.924893,"11",42.661443,"JAX00026712",6.06398093056233,FALSE
"ENSMUSP00000025270","ENSMUSG00000024404","Riok3","18",12.12885,12.143108,12.157367,"5",66.14533,"JAX00584801",6.06382215791374,FALSE
"ENSMUSP00000123195","ENSMUSG00000031626","Sorbs2","8",45.507788,45.667847,45.827906,"4",140.076074,"UNC8350598",6.06379175802194,FALSE
"ENSMUSP00000034801","ENSMUSG00000032263","Bckdhb","9",83.92515,84.024694,84.124239,"19",49.76178,"UNC30443318",6.06372269929073,FALSE
"ENSMUSP00000104770","ENSMUSG00000007850","Hnrnph1","11",50.37699,50.381759,50.386528,"X",36.317023,"backupJAX00710383",6.06365450938842,FALSE
"ENSMUSP00000038335","ENSMUSG00000042229","Rabif","1",134.49466,134.501271,134.507882,"18",81.368933,"JAX00467071",6.0636185101905,FALSE
"ENSMUSP00000062046","ENSMUSG00000045438","Cox19","5",139.336189,139.340711,139.345233,"3",130.549671,"UNC6243788",6.06332830468854,FALSE
"ENSMUSP00000113454","ENSMUSG00000034160","Ogt","X",101.64006,101.662206,101.684351,"4",137.081137,"UNC8308840",6.06330704172283,FALSE
"ENSMUSP00000109633","ENSMUSG00000045103","Dmd","X",82.94887,84.077506,85.206141,"12",100.743823,"UNC21750535",6.06324214301238,FALSE
"ENSMUSP00000033160","ENSMUSG00000030872","Gga2","7",121.986722,122.003972,122.021222,"19",10.6629,"UNC29885214",6.0632334043382,FALSE
"ENSMUSP00000100010","ENSMUSG00000021357","Exoc2","13",30.813919,30.893983,30.974047,"4",37.133321,"UNC7067777",6.0630690766368,FALSE
"ENSMUSP00000110371","ENSMUSG00000057914","Cacnb2","2",14.604306,14.796107,14.987908,"5",32.095577,"UNC8908479",6.06279273388993,FALSE
"ENSMUSP00000033825","ENSMUSG00000031448","Adprhl1","8",13.235655,13.244908,13.254162,"17",48.345959,"JAX00440437",6.06271746611164,FALSE
"ENSMUSP00000029087","ENSMUSG00000049401","Ogfr","2",180.589245,180.59254,180.595836,"14",46.38112,"UNC23949514",6.06270539625948,FALSE
"ENSMUSP00000022793","ENSMUSG00000022185","Acin1","14",54.642161,54.664546,54.686931,"1",80.841597,"UNC1028420",6.06250529129347,FALSE
"ENSMUSP00000027432","ENSMUSG00000026229","Psmd1","1",86.064387,86.101769,86.139151,"14",93.787513,"UNC24512837",6.06245614464715,FALSE
"ENSMUSP00000080276","ENSMUSG00000027750","Postn","3",54.361109,54.376072,54.391034,"15",102.340275,"backuprs50197071",6.06237539327388,FALSE
"ENSMUSP00000030651","ENSMUSG00000028843","Sh3bgrl3","4",134.127406,134.128098,134.128789,"2",75.00029,"UNC3344103",6.06199225260881,FALSE
"ENSMUSP00000032336","ENSMUSG00000030214","Plbd1","6",136.61207,136.636999,136.661928,"3",34.466267,"JAX00519213",6.06180379083889,FALSE
"ENSMUSP00000106222","ENSMUSG00000027238","Frmd5","2",121.545529,121.676308,121.807087,"8",13.573964,"UNC14192828",6.06137070705519,FALSE
"ENSMUSP00000035078","ENSMUSG00000032497","Lrrfip2","9",111.118111,111.17189,111.225668,"10",77.896972,"backupJAX00019859",6.06133993112461,FALSE
"ENSMUSP00000108131","ENSMUSG00000029502","Golga3","5",110.176701,110.201586,110.22647,"6",32.207573,"UNC10832076",6.06114318298993,FALSE
"ENSMUSP00000020057","ENSMUSG00000019906","Lin7a","10",107.271843,107.348493,107.425143,"3",57.386365,"UNC5334986",6.06086576487375,FALSE
"ENSMUSP00000025279","ENSMUSG00000024413","Npc1","18",12.189693,12.213046,12.2364,"12",30.300333,"JAX00034475",6.06078246796419,FALSE
"ENSMUSP00000011526","ENSMUSG00000011382","Dhdh","7",45.472956,45.48088,45.488805,"16",49.680811,"UNC26795211",6.06062858306262,FALSE
"ENSMUSP00000004381","ENSMUSG00000004270","Lpcat3","6",124.663027,124.683722,124.704418,"X",159.875717,"UNC31517925",6.06011813804577,FALSE
"ENSMUSP00000046538","ENSMUSG00000039050","Osbpl2","2",180.119306,180.140993,180.16268,"12",25.142704,"UNC_rs29214434",6.05999047578031,FALSE
"ENSMUSP00000124719","ENSMUSG00000051355","Commd1","11",22.896136,22.939259,22.982382,"17",54.535261,"UNC28043809",6.05991274217816,FALSE
"ENSMUSP00000123189","ENSMUSG00000068663","Clec16a","16",10.545339,10.645108,10.744878,"4",67.229452,"UNC7416907",6.05976229957198,FALSE
"ENSMUSP00000023359","ENSMUSG00000022678","Nde1","16",14.163275,14.178102,14.192928,"16",93.725544,"UNC27425625",6.05935845908743,FALSE
"ENSMUSP00000018653","ENSMUSG00000018509","Cenpv","11",62.524946,62.532104,62.539261,"7",131.536033,"JAX00157191",6.059180897015,FALSE
"ENSMUSP00000042374","ENSMUSG00000038086","Hspb2","9",50.751072,50.751713,50.752354,"18",86.235313,"UNC29778192",6.05903197083595,FALSE
"ENSMUSP00000109071","ENSMUSG00000026159","Agfg1","1",82.839483,82.867879,82.896275,"6",12.057793,"JAX00603134",6.05875561731015,FALSE
"ENSMUSP00000062476","ENSMUSG00000044018","Mrpl50","4",49.512596,49.516844,49.521093,"X",155.805679,"UNC31488603",6.05870521571864,FALSE
"ENSMUSP00000020217","ENSMUSG00000020029","Nudt4","10",95.547007,95.555587,95.564167,"9",42.420628,"UNC16245786",6.05866497188833,FALSE
"ENSMUSP00000056026","ENSMUSG00000045691","Thtpa","14",55.094835,55.09691,55.098986,"15",75.551117,"JAX00063756",6.05829952832838,FALSE
"ENSMUSP00000036162","ENSMUSG00000041720","Pi4ka","16",17.280351,17.343332,17.406314,"12",53.325611,"UNC21124599",6.05824174929308,FALSE
"ENSMUSP00000113307","ENSMUSG00000042492","Tbc1d10b","7",127.197465,127.202966,127.208468,"7",67.168548,"JAX00642141",6.05816961919511,FALSE
"ENSMUSP00000104329","ENSMUSG00000020908","Myh3","11",67.0783,67.090296,67.102291,"4",131.468632,"UNC8235291",6.05806501754465,FALSE
"ENSMUSP00000030044","ENSMUSG00000039196","Orm1","4",63.34456,63.346362,63.348163,"9",92.244128,"JAX00237809",6.05790455722599,FALSE
"ENSMUSP00000125314","ENSMUSG00000012422","Tmem167","13",90.089123,90.116515,90.143907,"11",28.279482,"UNC19311468",6.05773559460275,FALSE
"ENSMUSP00000040935","ENSMUSG00000042505","Acn9","6",6.956004,6.999492,7.042979,"10",56.31478,"B6_rs29377979",6.05762416372271,FALSE
"ENSMUSP00000133939","ENSMUSG00000036990","Otud4","8",79.639618,79.658671,79.677724,"15",87.856589,"UNC26054921",6.05738185865142,FALSE
"ENSMUSP00000021864","ENSMUSG00000021427","Ssr1","13",37.971401,37.982796,37.99419,"16",49.246406,"JAX00420238",6.0573760211735,FALSE
"ENSMUSP00000137260","ENSMUSG00000020650","Bcap29","12",31.595354,31.615006,31.634658,"9",42.127603,"UNC16241408",6.05730445430749,FALSE
"ENSMUSP00000045201","ENSMUSG00000029578","Wipi2","5",142.629542,142.650065,142.670588,"3",19.78957,"UNC4818172",6.05689016711983,FALSE
"ENSMUSP00000022169","ENSMUSG00000021665","Hexb","13",97.176332,97.187344,97.198357,"4",67.380067,"UNC040092603",6.05686636549398,FALSE
"ENSMUSP00000006496","ENSMUSG00000006333","Rps9","7",3.703993,3.705447,3.706901,"X",12.188345,"UNC30655795",6.05684524832543,FALSE
"ENSMUSP00000126197","ENSMUSG00000050463","Krt78","15",101.946004,101.950146,101.954287,"5",24.932162,"UNC050065283",6.05677787533914,FALSE
"ENSMUSP00000091551","ENSMUSG00000017631","Abr","11",76.416734,76.519524,76.622314,"6",146.372836,"UNC12329090",6.05645994232066,FALSE
"ENSMUSP00000002837","ENSMUSG00000063406","Tmed5","5",108.106366,108.119493,108.13262,"1",62.719241,"UNC791131",6.05619205003522,FALSE
"ENSMUSP00000080743","ENSMUSG00000063884","Ptcd3","6",71.880648,71.894705,71.908762,"4",57.203906,"JAX00119331",6.05574075279695,FALSE
"ENSMUSP00000073957","ENSMUSG00000044252","Osbpl1a","18",12.755314,12.848578,12.941841,"1",52.472062,"JAX00003699",6.0556656896103,FALSE
"ENSMUSP00000019231","ENSMUSG00000019087","Atp6ap1","X",74.297097,74.300909,74.304721,"4",64.770608,"UNC7388542",6.05565734113541,FALSE
"ENSMUSP00000045304","ENSMUSG00000035725","Prkx","X",77.761411,77.778844,77.796278,"10",76.334638,"UNC18257807",6.05539044197434,FALSE
"ENSMUSP00000115062","ENSMUSG00000054889","Dsp","13",38.151328,38.174952,38.198577,"7",29.614087,"UNC12559549",6.0552503487758,FALSE
"ENSMUSP00000001242","ENSMUSG00000053329","D10Jhu81e","10",78.162067,78.165918,78.169768,"17",49.586515,"UNC27978261",6.05511481976178,FALSE
"ENSMUSP00000064661","ENSMUSG00000056671","Prelid2","18",41.875696,41.913445,41.951194,"8",70.748116,"JAX00671878",6.05473198751159,FALSE
"ENSMUSP00000047678","ENSMUSG00000045983","Eif4g1","16",20.668313,20.680598,20.692884,"12",84.15901,"UNC21520310",6.05472076689954,FALSE
"ENSMUSP00000021062","ENSMUSG00000020719","Ddx5","11",106.780355,106.78477,106.789185,"7",12.917476,"UNC12426177",6.05462795273985,FALSE
"ENSMUSP00000024727","ENSMUSG00000023932","Cdc5l","17",45.391892,45.4128,45.433707,"11",49.338276,"JAX00310445",6.05450349896442,FALSE
"ENSMUSP00000044871","ENSMUSG00000041958","Pigs","11",78.328415,78.335598,78.342782,"9",111.408,"JAX00705480",6.05428865152597,FALSE
"ENSMUSP00000136487","ENSMUSG00000023175","Bsg","10",79.704491,79.70823,79.711969,"1",194.976537,"UNC2464512",6.05421454459667,FALSE
"ENSMUSP00000079937","ENSMUSG00000029156","Sgcb","5",73.632749,73.640231,73.647713,"11",30.452016,"UNC19335990",6.05417177481687,FALSE
"ENSMUSP00000117690","ENSMUSG00000000827","Tpd52l2","2",181.497142,181.507554,181.517966,"12",106.358626,"UNC21823577",6.05408680313183,FALSE
"ENSMUSP00000132443","ENSMUSG00000045948","Mrps12","7",28.739641,28.74073,28.74182,"X",7.085553,"JAX00708714",6.05407548568197,FALSE
"ENSMUSP00000066170","ENSMUSG00000036617","Etl4","2",19.90978,20.360246,20.810713,"8",83.635018,"backupUNC081174661",6.05392006090897,FALSE
"ENSMUSP00000104837","ENSMUSG00000006418","Rnf114","2",167.492645,167.504409,167.516173,"7",122.630523,"UNC13759768",6.05388066123637,FALSE
"ENSMUSP00000131584","ENSMUSG00000024248","Cox7a2l","17",83.501919,83.508126,83.514333,"18",81.634833,"UNC29710300",6.05385649477599,FALSE
"ENSMUSP00000133515","ENSMUSG00000009293","Ube2g2","10",77.622275,77.634134,77.645993,"13",101.163984,"UNC23226115",6.05384101219987,FALSE
"ENSMUSP00000055813","ENSMUSG00000031586","Rbpms","8",33.782643,33.856253,33.929863,"3",146.741102,"JAX00114407",6.05381307107136,FALSE
"ENSMUSP00000071054","ENSMUSG00000002102","Psmc3","2",91.054009,91.060189,91.066369,"5",58.179041,"UNC9258181",6.05359650933947,FALSE
"ENSMUSP00000095655","ENSMUSG00000078680","Mup10","4",60.57826,60.58023,60.582199,"15",93.360915,"UNC150300586",6.05353941902044,FALSE
"ENSMUSP00000117616","ENSMUSG00000006005","Tpr","1",150.392838,150.421386,150.449935,"16",73.095527,"UNC27106521",6.05267015527032,FALSE
"ENSMUSP00000099510","ENSMUSG00000028991","Mtor","4",148.448611,148.503147,148.557683,"4",152.952413,"JAX00571383",6.05254174428407,FALSE
"ENSMUSP00000095081","ENSMUSG00000052428","Tmco1","1",167.30867,167.321324,167.333978,"1",15.817404,"JAX00242874",6.05237491178272,FALSE
"ENSMUSP00000034607","ENSMUSG00000032096","Arcn1","9",44.741564,44.754704,44.767845,"X",95.060945,"UNC31108219",6.05235550011441,FALSE
"ENSMUSP00000050446","ENSMUSG00000046879","Irgm1","11",48.861968,48.866826,48.871683,"3",130.81834,"UNC030229530",6.05211786760968,FALSE
"ENSMUSP00000035326","ENSMUSG00000036450","Hif1an","19",44.56285,44.569562,44.576274,"1",134.340302,"UNC1719554",6.05174055316879,FALSE
"ENSMUSP00000015891","ENSMUSG00000015747","Vps45","3",95.999832,96.029149,96.058466,"8",84.246365,"UNC15136313",6.05166685230244,FALSE
"ENSMUSP00000093382","ENSMUSG00000071317","Bves","10",45.335762,45.352735,45.369708,"7",20.04264,"JAX00633186",6.05166529401729,FALSE
"ENSMUSP00000022908","ENSMUSG00000022299","Slc25a32","15",39.094191,39.103454,39.112716,"X",58.975264,"JAX00712239",6.05129021382025,FALSE
"ENSMUSP00000103161","ENSMUSG00000025326","Ube3a","7",59.228752,59.26774,59.306727,"18",3.718812,"UNC180249267",6.0511988599425,FALSE
"ENSMUSP00000095316","ENSMUSG00000025950","Idh1","1",65.158616,65.172548,65.186479,"8",22.671231,"UNC14303128",6.05101119166665,FALSE
"ENSMUSP00000099584","ENSMUSG00000029465","Arpc3","5",122.391878,122.399028,122.406179,"3",121.606009,"UNC6103168",6.05083455141028,FALSE
"ENSMUSP00000030400","ENSMUSG00000028647","Mycbp","4",123.904832,123.90855,123.912269,"3",130.923908,"UNC6249560",6.0503143821101,FALSE
"ENSMUSP00000021913","ENSMUSG00000021460","Auh","13",52.835119,52.8824,52.929681,"2",128.054016,"UNC3937526",6.04990106878873,FALSE
"ENSMUSP00000030202","ENSMUSG00000028480","Glipr2","4",43.957401,43.96826,43.979118,"12",66.1814,"UNC120169290",6.04987183035037,FALSE
"ENSMUSP00000081560","ENSMUSG00000065954","Tacc1","8",25.154552,25.178,25.201449,"9",61.463889,"UNC16474547",6.04967871783667,FALSE
"ENSMUSP00000064755","ENSMUSG00000053398","Phgdh","3",98.31317,98.32658,98.33999,"2",165.480206,"UNC4418185",6.0495871655952,FALSE
"ENSMUSP00000133372","ENSMUSG00000053644","Aldh7a1","18",56.509687,56.541319,56.572951,"9",120.098041,"UNC17258323",6.04956803601056,FALSE
"ENSMUSP00000018992","ENSMUSG00000018848","Rars","11",35.808381,35.821444,35.834506,"4",68.488447,"JAX00553605",6.04954241665636,FALSE
"ENSMUSP00000018698","ENSMUSG00000018554","Ybx2","11",69.935796,69.9387,69.941605,"12",80.517553,"UNC21478487",6.04944760949053,FALSE
"ENSMUSP00000028106","ENSMUSG00000026768","Itga8","2",12.106632,12.204276,12.30192,"13",37.315161,"JAX00355250",6.04940970530645,FALSE
"ENSMUSP00000037131","ENSMUSG00000034424","Gcsh","8",116.98181,116.987674,116.993537,"11",88.285891,"JAX00030090",6.04911902305247,FALSE
"ENSMUSP00000121340","ENSMUSG00000002455","Prpf6","2",181.591868,181.623764,181.65566,"2",64.712504,"UNC3207673",6.04910100525718,FALSE
"ENSMUSP00000106982","ENSMUSG00000026670","Uap1","1",170.141938,170.158448,170.174957,"8",118.900396,"UNC15610359",6.0490793170566,FALSE
"ENSMUSP00000112838","ENSMUSG00000032511","Scn5a","9",119.483408,119.531212,119.579016,"3",21.121611,"UNC4837869",6.04878220626895,FALSE
"ENSMUSP00000102987","ENSMUSG00000019173","Rab5c","11",100.715009,100.726612,100.738215,"7",44.733458,"UNC12722331",6.04846979208537,FALSE
"ENSMUSP00000026175","ENSMUSG00000025175","Fn3k","11",121.434913,121.442702,121.450491,"18",50.006025,"UNC29232856",6.04755022186178,FALSE
"ENSMUSP00000022881","ENSMUSG00000022270","Fam134b","15",25.843264,25.908476,25.973687,"3",60.689409,"UNC5367680",6.04749830366073,FALSE
"ENSMUSP00000050292","ENSMUSG00000071072","Ptges3","10",128.058954,128.068113,128.077272,"9",114.907693,"UNC17178907",6.04743244500929,FALSE
"ENSMUSP00000081782","ENSMUSG00000066232","Ipo7","7",110.018425,110.03677,110.055114,"3",19.666574,"backupUNC030018403",6.04732036957929,FALSE
"ENSMUSP00000104179","ENSMUSG00000012848","Rps5","7",12.92229,12.924488,12.926686,"16",44.386486,"UNC160056943",6.04731789139464,FALSE
"ENSMUSP00000076294","ENSMUSG00000056851","Pcbp2","15",102.470632,102.485346,102.500059,"13",113.643865,"UNC23412992",6.04720869262081,FALSE
"ENSMUSP00000037514","ENSMUSG00000040843","Tiprl","1",165.214922,165.225932,165.236943,"X",163.071385,"UNC31541581",6.04700736738264,FALSE
"ENSMUSP00000052866","ENSMUSG00000043445","Pgp","17",24.470473,24.471032,24.471591,"3",148.051587,"UNC6499664",6.04700598747359,FALSE
"ENSMUSP00000057308","ENSMUSG00000051627","Hist1h1e","13",23.621755,23.622128,23.622502,"3",145.790697,"UNC6465856",6.04687428169615,FALSE
"ENSMUSP00000099859","ENSMUSG00000041231","Ublcp1","11",44.454571,44.462534,44.470498,"1",176.566969,"UNC2272160",6.04677053802394,FALSE
"ENSMUSP00000044936","ENSMUSG00000039891","Txlnb","10",17.796226,17.820946,17.845665,"14",20.26372,"UNC23662352",6.04676576785275,FALSE
"ENSMUSP00000059977","ENSMUSG00000047250","Ptgs1","2",36.230426,36.241349,36.252272,"10",76.241452,"UNC18256994",6.04667078557905,FALSE
"ENSMUSP00000022597","ENSMUSG00000022020","Naa16","14",79.334204,79.362491,79.390778,"2",170.477453,"UNC4491461",6.04654003067909,FALSE
"ENSMUSP00000136260","ENSMUSG00000040118","Cacna2d1","5",15.934691,16.154601,16.374511,"1",175.629466,"UNC2256396",6.04650411209481,FALSE
"ENSMUSP00000072863","ENSMUSG00000062729","Ppox","1",171.27599,171.278588,171.281186,"3",17.064397,"UNC4782434",6.04644068359143,FALSE
"ENSMUSP00000007602","ENSMUSG00000007458","M6pr","6",122.30872,122.3132,122.31768,"2",10.893328,"JAX00483290",6.04591206609041,FALSE
"ENSMUSP00000034203","ENSMUSG00000031753","Cog4","8",110.8466,110.864414,110.882227,"9",64.527705,"UNC16512715",6.0453089035297,FALSE
"ENSMUSP00000075762","ENSMUSG00000026926","Pmpca","2",26.389339,26.39323,26.397122,"1",88.861989,"UNC1105663",6.04508077089562,FALSE
"ENSMUSP00000112779","ENSMUSG00000034211","Mrps17","5",129.715497,129.717186,129.718875,"2",159.192518,"UNC4327144",6.04504398294755,FALSE
"ENSMUSP00000015435","ENSMUSG00000015291","Gdi1","X",74.304998,74.30843,74.311862,"13",20.548169,"UNC22233008",6.04498491680744,FALSE
"ENSMUSP00000021574","ENSMUSG00000021149","Gtpbp4","13",8.972071,8.984044,8.996017,"16",23.471608,"UNC26478170",6.04492632417666,FALSE
"ENSMUSP00000031423","ENSMUSG00000029467","Atp2a2","5",122.442702,122.472464,122.502225,"4",101.499348,"JAX00559813",6.04452272693933,FALSE
"ENSMUSP00000117136","ENSMUSG00000002280","Narfl","17",25.773776,25.778554,25.783332,"12",28.626484,"UNC20792752",6.04449428597183,FALSE
"ENSMUSP00000068380","ENSMUSG00000055932","Fto","8",91.313532,91.490986,91.668439,"17",37.127312,"UNC27839427",6.04421071718722,FALSE
"ENSMUSP00000006625","ENSMUSG00000006456","Rbm14","19",4.800569,4.806102,4.811634,"19",28.568033,"UNC30158032",6.04411622539241,FALSE
"ENSMUSP00000056862","ENSMUSG00000020836","Coro6","11",77.462411,77.466448,77.470484,"15",85.047519,"UNC26016720",6.04331941501047,FALSE
"ENSMUSP00000133883","ENSMUSG00000022216","Psme1","14",55.578123,55.579826,55.581529,"5",46.203733,"UNC9096162",6.04322941668716,FALSE
"ENSMUSP00000022340","ENSMUSG00000021806","Nid2","14",19.751257,19.781522,19.811787,"2",31.151607,"UNC2826016",6.04321720876327,FALSE
"ENSMUSP00000137123","ENSMUSG00000030592","Ryr1","7",29.00334,29.064246,29.125151,"11",28.434425,"JAX00306640",6.04319321841588,FALSE
"ENSMUSP00000025490","ENSMUSG00000024594","Prrc1","18",57.354733,57.373726,57.392719,"10",79.52689,"JAX00293686",6.04272025258272,FALSE
"ENSMUSP00000021443","ENSMUSG00000021048","Mthfd1","12",76.255232,76.287526,76.31982,"18",24.920865,"UNC28903192",6.04250003530964,FALSE
"ENSMUSP00000106959","ENSMUSG00000005674","Tomm40l","1",171.217802,171.220158,171.222514,"9",111.667129,"UNC17130263",6.04244695793326,FALSE
"ENSMUSP00000105647","ENSMUSG00000021190","Lgmn","12",102.394084,102.416948,102.439813,"1",91.437388,"JAX00006594",6.04233794400061,FALSE
